sessao_id,data_acesso,hora_acesso,dia_semana,origem_trafego,dispositivo,tempo_carregamento_seg,tempo_pagina_produto,visualizacoes_reviews,adicionou_carrinho,concluiu_compra,valor_pedido,cupom_usado,margem_percentual,ticket_medio_calculado,taxa_conversao_registrada,prob_adicao_carrinho_prevista,score_qualidade_visita,categoria_produto,uf_cliente,tipo_usuario,canal_aquisicao,conversao_final
109084,2025-04-22T14:00:00.000000000,12:00,seg,Social,desktop,5.32,72.35,7,0,0,357.5,nao,33.58,294.49,75.06,0.82,80.93,casa,BA,REC,Ads,0
105577,2025-03-23T11:00:00.000000000,12:00,terca,seo,mob,4.97,15.64,19,0,1,351.96,nao,22.6,321.25,-12.65,1.47,66.58,casa,RJ,REC,SEO,0
114938,2025-01-10T09:00:00.000000000,12:00,terca,Dirct,MOBILE,4.54,52.84,11,1,0,288.61,0,31.22,291.43,78.47,0.18,37.23,beleza,RJ,recorrente,Ads,1
118016,2025-03-19T09:00:00.000000000,12:00,doming,ORGANIC,mob,8.26,97.78,17,1,0,305.77,sim,30.91,243.18,101.18,1.2,83.2,BELEZA,RS,Novo,Social,0
107173,2025-03-23T05:00:00.000000000,12:00,terca,ORGANIC,cel,5.95,52.84,9,0,1,619.01,Não,03.01,629.07,123.92,-0.44,94.59,beleza,MG,REC,Social,0
102776,2025-04-21T01:00:00.000000000,26:30:00,seg,seo,mobile,3.18,0.0,0,0,1,374.05,1,19.79,456.74,16.88,0.16,17.54,beleza,PR,novo,Direct,0
118508,2025-01-13T21:00:00.000000000,12:00,seg,seo,mobile,7.69,55.4,1,1,1,473.57,0,-0.93,466.25,80.52,0.44,51.77,eletronicos,SC,Novo,Email,0
104417,2025-01-10T11:00:00.000000000,99:13:00,doming,paid,desktop,7.68,104.38,10,0,1,402.02,0,49.82,390.52,72.94,-0.34,44.18,BELEZA,PE,REC,Ads,0
117047,2025-01-22T08:00:00.000000000,12:00,terca,ORGANIC,cel,5.99,89.84,20,1,0,226.51,nao,35.36,189.29,-8.23,01.06,64.94,moda,BA,Novo,Email,0
118928,2025-03-21T16:00:00.000000000,12:00,terca,Dirct,desktop,0.24,107.19,19,0,1,370.44,0,22.02,385.14,83.55,1.87,95.93,beleza,RJ,Novo,Ads,0
119837,2025-02-15T23:00:00.000000000,12:00,2feira,Direct,cel,2.41,54.35,2,1,0,278.23,1,-3.58,323.97,-18.8,1.95,16.9,eletronico,RJ,Novo,SEO,1
115500,2025-03-10T16:00:00.000000000,12:00,terca,paid,desktop,5.17,49.04,3,0,1,450.81,Não,41.56,471.25,64.16,-0.53,54.0,casa,PR,novo,Direct,0
104540,2025-03-01T11:00:00.000000000,26:30:00,terca,Email,mobile,3.58,59.65,10,0,1,198.88,0,13.22,181.82,41.96,0.19,68.97,eletronicos,SP,novo,Ads,0
106431,2025-04-03T18:00:00.000000000,26:30:00,seg,ORGANIC,cel,0.99,11.54,19,0,0,144.17,1,4.77,253.32,109.34,0.95,81.13,eletronicos,PE,novo,Direct,0
117407,2025-01-07T09:00:00.000000000,12:00,2feira,seo,Desktop,4.5,14.23,100,1,1,311.32,1,-3.73,354.96,-18.48,1.68,74.02,beleza,RJ,novo,Direct,1
106715,2025-04-16T08:00:00.000000000,12:00,2feira,Paid,desk,2.76,93.58,4,0,0,345.29,nao,49.73,348.14,23.17,-0.37,1.44,casa,RJ,novo,Ads,0
109539,1899-01-01,12:00,seg,insta,desk,4.79,38.73,16,0,1,242.25,0,40.46,157.59,60.23,-0.96,77.36,moda,MG,Novo,SEO,0
113195,2025-03-27T21:00:00.000000000,99:13:00,doming,Email,cel,4.81,14.74,15,1,1,248.61,0,16.87,282.31,84.71,0.41,0.56,eletronico,BA,novo,Email,1
110187,2025-03-05T22:00:00.000000000,12:00,terca,Direct,MOBILE,7.22,45.9,6,0,1,331.05,sim,37.57,337.56,106.39,1.61,83.21,beleza,PE,Novo,SEO,0
116996,2025-04-26T12:00:00.000000000,12:00,doming,Email,Desktop,2.46,27.22,0,1,1,304.47,nao,-3.79,250.11,87.84,1.66,63.6,eletronicos,MG,Novo,SEO,1
110835,2025-02-03T04:00:00.000000000,12:00,terca,Direct,cel,6.42,11.51,14,1,1,264.46,sim,45.69,279.17,44.16,0.37,3.0,BELEZA,SC,novo,Social,0
112241,2025-04-05T22:00:00.000000000,12:00,terca,ORGANIC,mobile,2.35,5.8,0,1,1,439.24,sim,28.21,482.01,10.18,0.91,17.63,casa,PR,Novo,Social,1
101836,2025-02-18T08:00:00.000000000,12:00,2feira,email,desktop,6.36,94.78,5,0,0,333.59,cupom,51.97,444.64,46.09,-0.94,80.74,BELEZA,PR,novo,SEO,0
112821,2025-04-25T13:00:00.000000000,12:00,2feira,insta,mobile,5.27,116.26,0,1,0,444.01,nao,33.48,529.73,128.18,0.03,91.35,eletronico,SC,recorrente,Direct,0
117621,2025-04-03T19:00:00.000000000,12:00,doming,ORGANIC,mobile,5.1,51.37,10,0,1,389.29,SIM,13.81,336.0,128.89,0.87,75.88,moda,MG,novo,Direct,0
108803,2025-03-07T09:00:00.000000000,12:00,seg,seo,desk,4.53,68.31,5,0,1,,Não,-0.24,,-11.65,0.52,93.76,casa,PE,Novo,Email,0
112087,2025-01-23T16:00:00.000000000,12:00,terca,Email,cel,2.87,91.1,6,1,1,10000.0,1,42.38,10064.6,117.32,0.5,58.62,eletronico,RJ,novo,Ads,1
105845,2025-01-18T03:00:00.000000000,12:00,seg,email,mobile,05.03,38.81,10,1,0,454.83,Não,,498.2,31.65,0.57,0.79,eletronico,SC,REC,Ads,0
102106,2025-02-06T18:00:00.000000000,12:00,2feira,Paid,mob,5.33,68.74,14,1,0,344.0,0,38.4,325.87,-18.68,1.26,64.7,casa,RS,recorrente,Ads,0
108108,2025-04-20T12:00:00.000000000,12:00,terca,Social,MOBILE,6.67,4.67,16,1,1,563.54,nao,41.76,431.36,-13.58,01.09,31.49,casa,RJ,recorrente,Direct,0
114781,2025-02-02T20:00:00.000000000,12:00,terca,insta,mob,4.97,24.47,5,0,0,311.78,sim,9.86,296.95,102.44,-0.53,36.4,beleza,BA,Novo,Email,0
106431,2025-04-26T13:00:00.000000000,12:00,terca,Dirct,mob,5.15,23.87,14,1,1,276.59,sim,35.05,251.6,148.87,-0.65,81.82,beleza,BA,novo,Email,0
102268,2025-01-30T15:00:00.000000000,99:13:00,doming,seo,desk,02.01,99.56,14,1,0,160.02,Não,42.6,105.73,107.75,-0.83,44.56,eletronico,PE,novo,Direct,1
105694,2025-01-16T14:00:00.000000000,12:00,doming,insta,Desktop,0.67,50.65,0,1,1,26.69,nao,28.32,60.86,116.03,-0.77,54.19,eletronico,MG,recorrente,Email,0
107624,2025-01-05T10:00:00.000000000,12:00,seg,Email,desktop,4.48,3.9,13,1,0,162.71,nao,14.25,215.74,37.18,-0.99,92.76,moda,PE,REC,SEO,1
109329,2025-02-12T09:00:00.000000000,12:00,2feira,insta,desktop,8.84,72.16,2,0,0,549.92,1,-4.62,516.01,65.61,1.59,12.03,eletronicos,SC,REC,Email,0
113390,2025-04-24T21:00:00.000000000,12:00,2feira,Paid,mob,3.83,104.33,7,1,1,57.9,SIM,33.61,53.76,26.72,-0.87,3.67,moda,SC,Novo,SEO,0
102334,2025-03-23T19:00:00.000000000,12:00,seg,Social,mob,2.26,18.83,2,1,0,530.63,Não,19.98,504.58,23.58,1.8,65.69,beleza,MG,novo,Direct,1
109305,2025-03-02T13:00:00.000000000,12:00,seg,Email,mob,1.21,80.16,5,1,1,428.9,Não,11.0,477.55,131.91,-0.73,29.9,eletronico,RJ,novo,Email,1
115251,2025-01-14T00:00:00.000000000,12:00,seg,insta,desktop,5.24,143.37,9,1,1,14.78,0,14.96,104.92,123.56,0.81,63.81,beleza,RJ,novo,Social,0
101299,2025-02-08T22:00:00.000000000,12:00,terca,Email,desktop,02.06,42.23,18,0,0,200.22,SIM,20.98,185.69,-11.16,1.85,24.56,eletronicos,SP,REC,Ads,0
118413,2025-01-12T07:00:00.000000000,12:00,terca,Email,desktop,2.76,61.86,9,1,0,477.59,0,60.65,529.07,35.38,1.73,43.35,moda,RJ,Novo,Email,1
112445,2025-04-15T19:00:00.000000000,12:00,terca,email,desktop,4.58,27.72,17,1,0,490.48,Não,23.76,519.62,24.11,-0.84,86.17,eletronico,RS,REC,Email,1
110205,2025-01-28T23:00:00.000000000,12:00,terca,seo,desk,5.35,01.05,13,1,0,419.88,Não,41.6,363.91,119.47,1.18,64.2,beleza,PE,Novo,SEO,0
107334,2025-01-03T14:00:00.000000000,26:30:00,seg,insta,desk,7.85,02.01,19,1,0,357.23,SIM,11.43,308.4,140.65,-0.8,7.14,eletronicos,RS,Novo,Social,0
109013,2025-02-09T03:00:00.000000000,12:00,2feira,Direct,desk,6.54,95.26,10,0,0,467.21,1,49.2,493.28,103.11,-0.03,71.04,BELEZA,MG,recorrente,SEO,0
107626,2025-01-13T14:00:00.000000000,12:00,2feira,paid,mobile,5.46,76.6,14,0,1,373.82,1,25.18,270.43,45.25,1.82,47.46,BELEZA,RS,novo,Direct,0
113868,2025-04-05T08:00:00.000000000,12:00,seg,Direct,desktop,3.99,49.06,4,1,1,29.21,Não,31.36,9.53,149.31,1.35,27.92,eletronicos,SP,Novo,Direct,0
103259,2025-01-03T05:00:00.000000000,12:00,doming,Social,mobile,1.61,137.44,18,1,0,194.24,Não,15.53,233.05,10.44,1.58,40.5,BELEZA,PE,Novo,Ads,1
114393,2025-03-28T08:00:00.000000000,26:30:00,terca,Direct,mob,3.5,43.8,12,0,0,0.0,1,16.9,-78.64,101.98,0.59,27.26,beleza,RS,novo,Email,0
103678,2025-01-04T15:00:00.000000000,12:00,doming,seo,Desktop,5.95,63.58,2,1,1,261.19,sim,7.65,254.58,43.97,0.79,39.69,BELEZA,RS,novo,Direct,0
118849,2025-04-20T15:00:00.000000000,12:00,seg,insta,cel,0.52,89.74,13,0,0,546.16,SIM,37.73,472.53,111.43,1.52,76.51,BELEZA,SC,novo,Email,0
119861,2025-01-01T07:00:00.000000000,12:00,seg,email,cel,3.85,32.61,6,1,0,139.9,Não,42.22,154.18,115.12,-0.58,9.62,beleza,RJ,Novo,Direct,1
103725,2025-03-30T03:00:00.000000000,12:00,2feira,paid,mobile,7.1,18.12,13,0,1,25.34,SIM,37.1,-8.16,145.32,0.17,76.67,eletronico,PR,novo,Direct,0
112088,2025-03-14T10:00:00.000000000,12:00,seg,Email,mob,5.86,0.0,15,1,0,360.73,sim,25.39,399.8,43.99,-0.28,93.31,beleza,SP,Novo,Ads,0
116868,2026-15-99,26:30:00,2feira,Social,desktop,3.46,14.68,8,0,1,63.78,Não,28.47,29.65,48.33,0.24,87.32,eletronico,PE,recorrente,SEO,0
111748,2025-03-27T10:00:00.000000000,12:00,terca,Dirct,mobile,3.32,63.92,2,0,0,266.32,0,44.95,281.09,-16.82,1.81,17.25,eletronicos,SC,Novo,SEO,0
112257,2025-02-03T14:00:00.000000000,12:00,seg,email,desk,5.29,67.44,9,1,1,326.1,nao,150.0,288.77,29.73,0.12,92.43,eletronicos,SC,Novo,Social,0
115619,2025-02-12T03:00:00.000000000,12:00,doming,Paid,desk,3.52,34.26,13,1,1,529.19,1,18.82,528.28,91.11,-0.09,12.88,casa,PE,recorrente,Email,1
101037,2025-02-14T07:00:00.000000000,12:00,seg,Direct,desk,5.12,27.08,18,0,0,359.92,1,28.75,327.72,6.59,-0.72,84.13,eletronicos,MG,Novo,Email,0
107670,2025-04-21T11:00:00.000000000,12:00,2feira,seo,desktop,7.47,34.91,4,0,1,586.77,SIM,19.73,636.75,118.74,-0.38,86.61,BELEZA,BA,REC,Social,0
100806,2025-04-25T19:00:00.000000000,12:00,terca,seo,desktop,3.47,3.94,7,1,0,220.67,SIM,37.67,262.51,48.34,-0.66,85.91,casa,BA,novo,Direct,1
103083,2025-03-31T22:00:00.000000000,12:00,terca,Social,mobile,2.83,38.93,17,1,0,391.76,nao,22.93,403.48,0.87,01.04,33.19,eletronico,BA,Novo,SEO,1
110775,2025-01-10T16:00:00.000000000,12:00,seg,Direct,mobile,6.17,69.64,1,1,0,164.24,sim,,117.01,76.01,0.27,91.64,casa,RJ,REC,Direct,0
112143,2025-04-28T14:00:00.000000000,12:00,doming,email,cel,4.72,117.94,14,0,1,383.76,Não,3.14,463.7,15.41,01.09,85.21,eletronico,BA,Novo,SEO,0
117635,2025-02-07T17:00:00.000000000,12:00,doming,email,mobile,2.38,112.04,13,1,1,448.06,0,1.41,510.91,17.86,1.76,68.01,beleza,RJ,REC,Email,1
108096,2025-04-02T10:00:00.000000000,12:00,doming,paid,MOBILE,0.02,3.85,11,0,0,204.52,SIM,48.04,219.54,80.61,0.47,43.69,moda,PE,novo,Email,0
116334,2025-04-14T15:00:00.000000000,12:00,2feira,seo,desk,7.57,63.87,1,1,0,308.56,SIM,25.3,307.12,96.32,-0.9,72.59,eletronicos,BA,REC,Social,0
108069,2025-03-04T04:00:00.000000000,26:30:00,terca,ORGANIC,cel,7.87,35.05,50,0,1,311.46,SIM,45.22,223.83,110.78,0.86,96.32,beleza,PR,Novo,SEO,0
101161,2025-04-15T05:00:00.000000000,12:00,terca,Email,cel,3.77,66.26,3,1,0,0.0,0,47.54,24.27,105.98,-0.16,87.67,eletronicos,BA,REC,Social,0
101756,2025-01-07T16:00:00.000000000,12:00,doming,insta,desk,05.08,129.93,4,1,1,311.7,0,20.78,337.4,-3.31,1.44,09.03,moda,MG,novo,Email,0
117126,2025-02-16T21:00:00.000000000,12:00,terca,seo,mob,4.53,86.32,2,1,1,263.65,cupom,62.63,230.7,64.57,1.66,92.49,eletronico,PE,REC,Direct,1
108418,2025-01-15T06:00:00.000000000,12:00,doming,email,Desktop,05.05,76.23,19,1,1,263.32,sim,22.98,243.03,140.29,0.34,87.73,casa,PE,novo,Ads,0
104359,2025-03-22T11:00:00.000000000,12:00,2feira,Direct,cel,7.53,42.0,11,0,1,90.65,cupom,32.2,97.77,95.36,-0.26,93.85,eletronicos,RJ,Novo,SEO,0
101038,2025-02-08T21:00:00.000000000,12:00,2feira,email,mobile,5.1,32.62,9,0,1,240.89,sim,13.62,263.89,78.52,1.14,64.18,BELEZA,RS,novo,SEO,0
104296,2025-04-06T00:00:00.000000000,12:00,seg,Email,Desktop,3.93,48.25,12,0,0,0.0,nao,31.8,-49.38,33.29,1.76,23.65,eletronicos,PE,recorrente,Social,0
118039,2025-01-17T04:00:00.000000000,12:00,doming,ORGANIC,desk,4.85,85.03,15,0,0,232.73,cupom,18.98,174.23,50.71,-0.67,51.01,beleza,BA,recorrente,SEO,0
102939,2025-03-06T23:00:00.000000000,12:00,doming,insta,MOBILE,4.52,123.97,6,0,0,257.8,sim,34.56,301.25,95.14,1.58,96.04,casa,SP,REC,Social,0
107496,2025-03-17T21:00:00.000000000,12:00,doming,insta,MOBILE,5.65,84.88,2,1,0,321.04,cupom,53.48,407.54,144.61,-0.11,12.98,BELEZA,BA,REC,Email,0
105976,2026-15-99,12:00,2feira,Paid,cel,3.69,54.26,14,1,0,439.06,SIM,35.47,541.4,80.45,-0.4,52.18,moda,SP,Novo,Email,1
114306,2025-01-09T06:00:00.000000000,12:00,2feira,paid,desk,2.9,58.74,13,1,1,334.51,sim,5.78,271.26,20.79,1.99,82.52,eletronico,PE,novo,Email,1
107923,2025-01-19T21:00:00.000000000,12:00,seg,Dirct,MOBILE,08.01,91.81,13,1,1,326.23,Não,2.87,349.53,-14.6,0.06,64.92,casa,PR,REC,SEO,0
111766,2025-03-06T13:00:00.000000000,12:00,2feira,Paid,mobile,5.73,0.0,17,0,0,337.9,nao,9.45,296.2,140.89,0.82,93.22,beleza,BA,novo,SEO,0
101276,2025-01-05T08:00:00.000000000,12:00,seg,Direct,mobile,5.95,143.17,5,0,0,154.45,SIM,54.23,180.66,142.78,0.46,92.41,beleza,PR,novo,Social,0
108802,2025-02-13T05:00:00.000000000,12:00,terca,Social,mobile,8.68,23.75,18,1,1,130.68,sim,17.47,191.13,48.16,0.65,50.85,eletronico,BA,novo,Email,0
110822,2025-01-01T15:00:00.000000000,12:00,2feira,seo,desktop,4.28,4.21,17,1,1,131.4,Não,-9.57,146.05,-7.38,-0.47,38.84,eletronicos,RJ,REC,Direct,1
106769,2025-02-15T16:00:00.000000000,12:00,doming,Direct,Desktop,3.82,99.08,7,1,0,336.98,SIM,14.37,214.89,44.48,1.95,45.58,BELEZA,MG,Novo,Email,1
113128,2025-04-01T01:00:00.000000000,12:00,terca,Dirct,mobile,4.98,95.97,4,1,1,134.43,cupom,30.23,107.32,146.2,1.36,88.93,eletronicos,PE,recorrente,SEO,1
100638,2025-01-10T09:00:00.000000000,12:00,terca,Dirct,desktop,2.19,104.66,9,1,0,384.6,sim,14.9,362.76,76.4,-0.99,39.38,moda,PR,recorrente,SEO,1
101534,2025-02-05T01:00:00.000000000,99:13:00,terca,Paid,desktop,2.31,130.82,16,1,1,163.77,1,40.79,192.03,2.75,1.33,45.43,beleza,SP,Novo,SEO,1
113091,2025-03-27T14:00:00.000000000,12:00,doming,seo,Desktop,02.09,54.11,9,1,0,272.19,SIM,44.9,190.76,39.96,-0.33,54.29,moda,PE,recorrente,Direct,1
112202,2025-03-21T20:00:00.000000000,12:00,2feira,email,desk,5.43,95.2,3,1,0,447.15,sim,14.68,495.7,-14.69,1.28,60.12,eletronicos,BA,REC,SEO,0
101989,2025-04-01T22:00:00.000000000,12:00,seg,Paid,Desktop,0.99,18.62,18,0,1,647.77,Não,45.54,610.22,111.56,0.2,65.07,casa,SC,REC,Direct,0
111483,2025-04-23T06:00:00.000000000,12:00,terca,ORGANIC,desktop,4.28,112.54,11,1,0,354.3,0,13.24,389.58,-17.81,-0.45,40.18,eletronico,RJ,recorrente,Social,1
104696,2025-02-07T23:00:00.000000000,12:00,seg,ORGANIC,Desktop,3.9,56.64,10,1,1,23.71,cupom,52.66,-71.02,47.64,01.04,46.45,BELEZA,RS,novo,Direct,0
109897,2025-01-21T15:00:00.000000000,99:13:00,doming,email,desktop,7.19,55.35,0,0,0,246.19,Não,17.51,392.32,87.87,0.95,49.73,BELEZA,RS,Novo,Ads,0
119178,2025-02-14T19:00:00.000000000,12:00,seg,Paid,Desktop,3.39,15.86,9,0,1,370.49,SIM,48.18,380.77,-8.81,1.26,32.9,BELEZA,PR,novo,Email,0
103637,2025-04-16T06:00:00.000000000,12:00,doming,ORGANIC,Desktop,06.04,117.45,3,1,0,400.24,sim,24.4,386.86,49.09,0.63,65.05,beleza,RJ,Novo,Ads,0
107516,2025-03-24T10:00:00.000000000,12:00,doming,Email,Desktop,5.84,99.33,20,0,0,171.11,sim,13.27,150.21,81.69,0.65,34.73,eletronico,PE,novo,Direct,0
115849,2025-01-02T14:00:00.000000000,12:00,seg,Paid,Desktop,5.66,87.17,3,1,1,12.32,nao,24.29,44.75,0.18,-0.33,43.0,casa,PR,recorrente,Social,0
107249,2025-01-16T16:00:00.000000000,12:00,2feira,Paid,Desktop,7.14,6.36,7,1,1,275.31,cupom,,240.0,17.03,0.94,37.37,moda,SP,novo,Social,0
116312,2025-02-06T02:00:00.000000000,12:00,seg,Social,desk,0.57,29.92,4,1,1,180.26,nao,9.62,164.8,7.25,0.79,32.72,eletronico,RJ,recorrente,Ads,1
113797,2025-03-15T03:00:00.000000000,12:00,terca,paid,desk,05.04,103.88,14,0,1,165.24,1,33.16,166.98,3.5,-0.86,92.94,beleza,RJ,Novo,Social,0
110679,2025-02-11T13:00:00.000000000,12:00,seg,Social,Desktop,3.45,54.55,6,1,1,27.9,SIM,7.45,89.24,106.48,1.51,48.16,eletronico,BA,REC,Social,0
105394,2025-02-10T17:00:00.000000000,26:30:00,seg,Paid,desktop,3.45,67.59,18,0,0,292.92,0,7.44,254.54,67.25,1.27,10.01,casa,SC,REC,Email,0
115791,2025-03-15T13:00:00.000000000,12:00,seg,paid,Desktop,6.84,73.83,7,1,0,6.16,nao,25.91,-33.92,94.64,-0.12,28.6,BELEZA,SC,novo,SEO,0
107363,2025-03-25T09:00:00.000000000,12:00,2feira,Email,desktop,03.03,42.78,17,0,1,186.32,nao,35.03,130.37,78.32,-0.98,19.08,eletronicos,SP,REC,Social,0
118525,2025-04-10T07:00:00.000000000,12:00,doming,seo,desk,2.82,103.93,10,1,0,238.61,sim,9.31,184.74,148.06,1.67,94.96,casa,SP,recorrente,SEO,1
106149,2025-03-17T15:00:00.000000000,26:30:00,seg,Social,Desktop,6.65,21.19,2,1,1,221.28,1,29.88,163.17,29.74,-0.07,76.88,BELEZA,RS,REC,Direct,0
101901,2025-02-27T04:00:00.000000000,12:00,2feira,Social,cel,0.18,125.7,14,1,1,272.09,SIM,45.81,275.14,57.14,0.79,9.11,casa,SP,Novo,Email,1
113906,2025-02-07T02:00:00.000000000,12:00,doming,paid,MOBILE,6.89,123.27,20,1,1,491.8,Não,26.4,508.25,-18.03,1.55,13.75,beleza,RS,recorrente,SEO,0
107731,2025-04-13T03:00:00.000000000,12:00,2feira,email,Desktop,02.03,78.61,11,0,1,514.62,cupom,16.87,444.95,113.82,0.81,39.58,BELEZA,SP,Novo,Ads,0
101545,2025-02-03T07:00:00.000000000,12:00,seg,ORGANIC,Desktop,7.96,90.81,0,1,0,256.62,0,42.95,329.84,50.73,1.28,71.98,BELEZA,SC,Novo,Social,0
116401,2025-01-23T06:00:00.000000000,12:00,doming,Paid,MOBILE,2.64,54.91,4,0,1,152.18,SIM,50.56,193.33,86.68,1.97,53.37,beleza,RJ,Novo,Ads,0
107618,2025-02-16T15:00:00.000000000,12:00,2feira,paid,desk,5.37,134.27,10,0,1,99.87,nao,21.67,89.96,4.55,1.13,70.69,moda,PE,novo,Social,0
118654,2025-03-07T20:00:00.000000000,26:30:00,2feira,Email,MOBILE,4.84,35.92,16,1,0,110.22,sim,29.3,80.69,126.92,-0.63,21.82,BELEZA,RJ,recorrente,Direct,1
119945,2025-02-05T05:00:00.000000000,12:00,seg,paid,MOBILE,60.0,21.16,15,1,1,143.25,sim,20.27,128.48,124.2,1.3,70.93,casa,PR,REC,Email,0
117626,2025-02-18T00:00:00.000000000,12:00,seg,seo,mob,5.3,77.08,11,0,1,384.16,1,150.0,358.29,59.16,0.81,39.06,BELEZA,RS,REC,Email,0
112819,2025-04-01T08:00:00.000000000,12:00,2feira,Direct,desk,4.2,38.88,2,1,0,340.64,sim,42.57,242.81,49.57,0.48,37.63,eletronicos,MG,novo,SEO,1
104772,2025-03-18T20:00:00.000000000,26:30:00,terca,insta,mob,6.48,46.71,1,0,0,120.39,cupom,14.18,140.06,98.84,0.5,23.78,moda,SP,REC,Ads,0
109503,2025-04-05T02:00:00.000000000,12:00,doming,email,Desktop,5.52,126.08,5,0,0,0.0,Não,54.04,-31.39,24.22,1.28,5.98,eletronicos,RS,recorrente,Social,0
116771,2025-01-28T19:00:00.000000000,12:00,doming,Direct,desktop,0.65,22.16,17,0,1,455.82,Não,26.48,481.32,39.24,1.39,66.12,BELEZA,RS,recorrente,Direct,0
105783,2025-02-28T23:00:00.000000000,12:00,doming,email,mob,1.2,87.56,20,0,1,4.99,cupom,21.25,56.11,76.45,0.54,95.02,BELEZA,PR,recorrente,Social,0
114062,2025-04-01T03:00:00.000000000,12:00,doming,Social,mob,8.88,16.19,13,0,0,339.95,Não,32.84,322.28,67.01,1.98,2.81,eletronicos,RS,novo,Social,0
100453,2025-01-29T04:00:00.000000000,12:00,2feira,email,mobile,0.46,66.32,9,1,1,440.21,cupom,27.63,440.49,146.91,-0.63,68.55,beleza,RJ,REC,Email,1
114310,2025-01-01T12:00:00.000000000,12:00,terca,paid,desktop,4.34,78.82,15,0,0,197.45,1,27.71,222.56,80.97,1.95,37.9,BELEZA,PE,Novo,Social,0
118189,2025-02-28T14:00:00.000000000,12:00,terca,paid,Desktop,2.95,72.19,100,0,1,367.37,cupom,-11.62,362.24,-19.89,-0.58,83.64,moda,RJ,novo,SEO,0
101580,2025-02-14T14:00:00.000000000,12:00,doming,Dirct,mob,2.86,3.47,17,0,1,350.76,sim,56.29,344.28,76.56,0.52,68.27,beleza,RJ,novo,Email,0
118416,2025-04-01T01:00:00.000000000,12:00,terca,insta,Desktop,2.33,61.49,15,0,1,294.58,Não,33.15,288.69,36.87,1.75,48.47,casa,RJ,Novo,Ads,0
101752,2025-02-26T12:00:00.000000000,12:00,doming,Direct,desk,8.45,83.08,12,0,0,107.15,1,26.57,167.86,59.77,0.48,96.09,casa,BA,recorrente,SEO,0
119570,2025-03-06T22:00:00.000000000,12:00,2feira,seo,MOBILE,6.13,138.29,9,1,1,262.45,cupom,43.06,270.52,-19.61,-0.48,39.75,eletronico,PR,REC,Direct,0
109511,2025-02-26T11:00:00.000000000,99:13:00,seg,Email,mob,1.92,72.34,100,1,0,87.7,SIM,22.41,67.64,45.42,1.82,6.99,casa,BA,novo,SEO,0
109589,2025-01-02T20:00:00.000000000,99:13:00,doming,Dirct,cel,5.56,10.39,20,1,0,122.79,SIM,21.52,188.25,0.6,0.5,37.66,eletronico,SP,REC,Ads,0
101726,2025-01-29T16:00:00.000000000,12:00,terca,Dirct,MOBILE,4.56,26.8,17,1,1,466.73,sim,45.85,444.07,101.46,1.24,99.07,eletronicos,RS,novo,Email,1
111865,2025-01-11T10:00:00.000000000,12:00,2feira,seo,mobile,8.21,21.32,15,0,1,213.19,0,13.79,220.32,65.4,0.6,49.03,casa,SP,REC,Email,0
104240,2025-01-29T11:00:00.000000000,12:00,terca,Paid,cel,4.34,111.29,20,1,1,33.35,sim,24.76,45.68,108.6,-0.27,81.55,casa,SC,recorrente,Direct,0
105779,2025-02-15T18:00:00.000000000,12:00,terca,Social,mob,0.66,92.35,16,1,0,393.69,SIM,39.99,415.59,49.0,1.89,15.9,moda,SC,REC,Ads,1
101819,2025-01-11T19:00:00.000000000,12:00,seg,Direct,mobile,7.67,07.03,10,1,0,455.93,nao,28.47,491.34,125.57,0.12,86.81,casa,SP,novo,Social,0
116567,2025-04-11T07:00:00.000000000,12:00,2feira,seo,desktop,7.86,36.78,11,1,1,468.26,Não,33.8,435.18,24.43,-0.08,19.51,beleza,PR,recorrente,Social,0
102286,2025-02-13T09:00:00.000000000,12:00,terca,insta,desktop,08.02,113.95,8,0,0,382.48,1,7.44,409.01,82.47,1.65,50.82,BELEZA,PR,recorrente,Email,0
111653,2025-02-20T21:00:00.000000000,12:00,terca,Email,cel,5.72,23.53,3,0,1,334.01,0,-3.58,231.61,67.58,0.59,50.86,beleza,MG,REC,Email,0
111395,2025-02-25T17:00:00.000000000,12:00,2feira,paid,Desktop,0.2,81.36,8,0,1,79.9,sim,37.57,103.37,48.92,1.44,28.22,eletronico,RJ,novo,Direct,0
105933,2025-03-16T05:00:00.000000000,12:00,terca,ORGANIC,mobile,1.81,46.13,15,0,1,397.64,sim,37.21,375.09,52.48,1.48,78.07,beleza,RJ,recorrente,Direct,0
101804,2025-02-27T10:00:00.000000000,12:00,terca,Email,mob,3.35,68.64,9,1,0,166.89,0,46.29,150.85,136.97,0.99,60.05,eletronicos,RJ,novo,Direct,1
105901,2025-03-09T04:00:00.000000000,99:13:00,seg,seo,mob,4.3,39.9,3,0,1,258.23,1,53.55,300.72,123.61,-0.45,6.97,eletronico,PR,Novo,Social,0
105224,2025-04-09T10:00:00.000000000,12:00,seg,seo,Desktop,03.06,3.37,7,0,1,401.56,nao,27.1,445.65,5.43,-0.48,76.1,BELEZA,SC,novo,SEO,0
107124,2025-01-10T15:00:00.000000000,12:00,seg,insta,cel,05.06,19.7,17,1,1,362.59,Não,32.14,276.0,4.15,0.24,62.92,BELEZA,SC,Novo,Social,0
109786,2025-04-27T12:00:00.000000000,12:00,doming,ORGANIC,desk,1.54,77.04,8,0,0,313.87,Não,42.87,295.83,136.54,-0.75,41.05,moda,SC,REC,Email,0
